id	year	rate
17145	2011	0.119
17147	2011	0.082
17149	2011	0.081
17151	2011	0.106
17153	2011	0.119
17155	2011	0.15
17157	2011	0.094
17159	2011	0.105
17161	2011	0.095
17163	2011	0.108
17165	2011	0.112
17167	2011	0.079
17169	2011	0.066
17171	2011	0.075
17173	2011	0.1
17175	2011	0.098
17177	2011	0.116
17179	2011	0.113
17181	2011	0.108
17183	2011	0.12
17185	2011	0.103
17187	2011	0.08
17189	2011	0.08
17191	2011	0.097
17193	2011	0.086
17195	2011	0.106
17197	2011	0.099
17199	2011	0.096
17201	2011	0.155
17203	2011	0.086
18001	2011	0.134
18003	2011	0.093
18005	2011	0.088
18007	2011	0.09
18009	2011	0.133
18011	2011	0.068
18013	2011	0.078
18015	2011	0.099
18017	2011	0.105
18019	2011	0.082
18021	2011	0.096
18023	2011	0.092
18025	2011	0.105
18027	2011	0.049
18029	2011	0.089
18031	2011	0.11
18033	2011	0.124
18035	2011	0.095
18037	2011	0.08
18039	2011	0.15
18041	2011	0.134
18043	2011	0.074
18045	2011	0.116
18047	2011	0.089
18049	2011	0.112
18051	2011	0.067
18053	2011	0.111
18055	2011	0.071
18057	2011	0.061
18059	2011	0.078
18061	2011	0.078
18063	2011	0.068
18065	2011	0.12
18067	2011	0.119
18069	2011	0.111
18071	2011	0.101
18073	2011	0.087
18075	2011	0.104
18077	2011	0.095
18079	2011	0.122
18081	2011	0.074
18083	2011	0.066
18085	2011	0.11
18087	2011	0.14
18089	2011	0.094
18091	2011	0.107
18093	2011	0.111
18095	2011	0.097
18097	2011	0.084
18099	2011	0.114
18101	2011	0.063
18103	2011	0.123
18105	2011	0.056
18107	2011	0.097
18109	2011	0.075
18111	2011	0.089
18113	2011	0.145
18115	2011	0.105
18117	2011	0.092
18119	2011	0.081
18121	2011	0.083
18123	2011	0.088
18125	2011	0.087
18127	2011	0.082
18129	2011	0.07
18131	2011	0.095
18133	2011	0.082
18135	2011	0.102
18137	2011	0.091
18139	2011	0.095
18141	2011	0.104
18143	2011	0.121
18145	2011	0.088
18147	2011	0.081
18149	2011	0.126
18151	2011	0.129
18153	2011	0.093
18155	2011	0.07
18157	2011	0.085
18159	2011	0.103
18161	2011	0.086
18163	2011	0.074
18165	2011	0.108
18167	2011	0.092
18169	2011	0.12
18171	2011	0.101
18173	2011	0.069
18175	2011	0.112
18177	2011	0.109
18179	2011	0.091
18181	2011	0.094
18183	2011	0.116
19001	2011	0.051
19003	2011	0.06
19005	2011	0.093
19007	2011	0.094
19009	2011	0.051
19011	2011	0.058
19013	2011	0.058
19015	2011	0.059
19017	2011	0.05
19019	2011	0.059
19021	2011	0.055
19023	2011	0.06
19025	2011	0.054
19027	2011	0.042
19029	2011	0.058
19031	2011	0.057
19033	2011	0.067
19035	2011	0.044
19037	2011	0.084
19039	2011	0.074
19041	2011	0.062
19043	2011	0.079
19045	2011	0.077
19047	2011	0.047
19049	2011	0.051
19051	2011	0.101
19053	2011	0.066
19055	2011	0.068
19057	2011	0.082
19059	2011	0.058
19061	2011	0.06
19063	2011	0.086
19065	2011	0.085
19067	2011	0.087
19069	2011	0.07
19071	2011	0.07
19073	2011	0.063
19075	2011	0.049
19077	2011	0.056
19079	2011	0.081
19081	2011	0.09
19083	2011	0.06
19085	2011	0.044
19087	2011	0.088
19089	2011	0.086
19091	2011	0.062
19093	2011	0.058
19095	2011	0.058
19097	2011	0.077
19099	2011	0.081
19101	2011	0.087
19103	2011	0.044
19105	2011	0.063
19107	2011	0.071
19109	2011	0.056
19111	2011	0.114
19113	2011	0.065
19115	2011	0.08
19117	2011	0.06
19119	2011	0.043
19121	2011	0.058
19123	2011	0.077
19125	2011	0.057
19127	2011	0.07
19129	2011	0.043
19131	2011	0.054
19133	2011	0.071
19135	2011	0.075
19137	2011	0.087
19139	2011	0.089
19141	2011	0.053
19143	2011	0.054
19145	2011	0.087
19147	2011	0.07
19149	2011	0.047
19151	2011	0.052
19153	2011	0.062
19155	2011	0.048
19157	2011	0.066
19159	2011	0.053
19161	2011	0.047
19163	2011	0.073
19165	2011	0.039
19167	2011	0.041
19169	2011	0.045
19171	2011	0.066
19173	2011	0.067
19175	2011	0.06
19177	2011	0.08
19179	2011	0.094
19181	2011	0.058
19183	2011	0.049
19185	2011	0.064
19187	2011	0.083
19189	2011	0.091
19191	2011	0.058
19193	2011	0.057
19195	2011	0.063
19197	2011	0.084
20001	2011	0.078
20003	2011	0.079
20005	2011	0.081
20007	2011	0.051
20009	2011	0.061
20011	2011	0.065
20013	2011	0.056
20015	2011	0.072
20017	2011	0.054
20019	2011	0.084
20021	2011	0.085
20023	2011	0.037
20025	2011	0.037
20027	2011	0.042
20029	2011	0.045
20031	2011	0.057
20033	2011	0.038
20035	2011	0.076
20037	2011	0.081
20039	2011	0.033
20041	2011	0.051
20043	2011	0.088
20045	2011	0.054
20047	2011	0.044
20049	2011	0.11
20051	2011	0.036
20053	2011	0.041
20055	2011	0.043
20057	2011	0.038
20059	2011	0.071
20061	2011	0.069
20063	2011	0.035
20065	2011	0.043
20067	2011	0.042
20069	2011	0.034
20071	2011	0.045
20073	2011	0.072
20075	2011	0.042
20077	2011	0.056
20079	2011	0.074
20081	2011	0.037
20083	2011	0.042
20085	2011	0.06
20087	2011	0.067
20089	2011	0.049
20091	2011	0.068
20093	2011	0.045
20095	2011	0.063
20097	2011	0.049
20099	2011	0.078
20101	2011	0.034
20103	2011	0.073
20105	2011	0.063
20107	2011	0.084
20109	2011	0.04
20111	2011	0.057
20113	2011	0.051
20115	2011	0.063
20117	2011	0.049
20119	2011	0.042
20121	2011	0.068
20123	2011	0.058
20125	2011	0.094
20127	2011	0.068
20129	2011	0.047
20131	2011	0.043
20133	2011	0.07
20135	2011	0.04
20137	2011	0.047
20139	2011	0.07
20141	2011	0.044
20143	2011	0.065
20145	2011	0.037
20147	2011	0.06
20149	2011	0.041
20151	2011	0.053
20153	2011	0.035
20155	2011	0.063
20157	2011	0.041
20159	2011	0.051
20161	2011	0.032
20163	2011	0.073
20165	2011	0.059
20167	2011	0.046
20169	2011	0.057
20171	2011	0.032
20173	2011	0.088
20175	2011	0.051
20177	2011	0.064
20179	2011	0.032
20181	2011	0.039
20183	2011	0.043
20185	2011	0.061
20187	2011	0.034
20189	2011	0.053
20191	2011	0.09
20193	2011	0.036
20195	2011	0.036
20197	2011	0.066
20199	2011	0.059
20201	2011	0.045
20203	2011	0.035
20205	2011	0.102
20207	2011	0.089
20209	2011	0.104
21001	2011	0.101
21003	2011	0.143
21005	2011	0.109
21007	2011	0.102
21009	2011	0.116
21011	2011	0.133
21013	2011	0.125
21015	2011	0.092
21017	2011	0.091
21019	2011	0.083
21021	2011	0.11
21023	2011	0.102
21025	2011	0.1
21027	2011	0.121
21029	2011	0.108
21031	2011	0.137
21033	2011	0.109
21035	2011	0.08
21037	2011	0.107
21039	2011	0.091
21041	2011	0.124
21043	2011	0.135
21045	2011	0.102
21047	2011	0.129
21049	2011	0.114
21051	2011	0.135
21053	2011	0.09
21055	2011	0.108
21057	2011	0.13
21059	2011	0.091
21061	2011	0.128
21063	2011	0.126
21065	2011	0.129
21067	2011	0.077
21069	2011	0.122
21071	2011	0.124
21073	2011	0.091
21075	2011	0.144
21077	2011	0.111
21079	2011	0.119
21081	2011	0.101
21083	2011	0.103
21085	2011	0.164
21087	2011	0.124
21089	2011	0.098
21091	2011	0.136
21093	2011	0.1
21095	2011	0.125
21097	2011	0.111
21099	2011	0.106
21101	2011	0.098
21103	2011	0.107
21105	2011	0.092
21107	2011	0.091
21109	2011	0.175
21111	2011	0.105
21113	2011	0.088
21115	2011	0.111
21117	2011	0.1
21119	2011	0.12
21121	2011	0.115
21123	2011	0.107
21125	2011	0.101
21127	2011	0.131
21129	2011	0.123
21131	2011	0.137
21133	2011	0.12
21135	2011	0.151
21137	2011	0.121
21139	2011	0.098
21141	2011	0.104
21143	2011	0.122
21145	2011	0.091
21147	2011	0.133
21149	2011	0.106
21151	2011	0.087
21153	2011	0.214
21155	2011	0.129
21157	2011	0.107
21159	2011	0.124
21161	2011	0.111
21163	2011	0.124
21165	2011	0.147
21167	2011	0.108
21169	2011	0.158
21171	2011	0.14
21173	2011	0.126
21175	2011	0.145
21177	2011	0.107
21179	2011	0.115
21181	2011	0.125
21183	2011	0.094
21185	2011	0.086
21187	2011	0.101
21189	2011	0.112
21191	2011	0.117
21193	2011	0.125
21195	2011	0.107
21197	2011	0.167
21199	2011	0.1
21201	2011	0.096
21203	2011	0.128
21205	2011	0.086
21207	2011	0.108
21209	2011	0.091
21211	2011	0.096
21213	2011	0.118
21215	2011	0.102
21217	2011	0.102
21219	2011	0.126
21221	2011	0.16
21223	2011	0.107
21225	2011	0.108
21227	2011	0.092
21229	2011	0.127
21231	2011	0.136
21233	2011	0.088
21235	2011	0.114
21237	2011	0.139
21239	2011	0.083
22001	2011	0.071
22003	2011	0.101
22005	2011	0.067
22007	2011	0.088
22009	2011	0.081
22011	2011	0.08
22013	2011	0.105
22015	2011	0.064
22017	2011	0.079
22019	2011	0.072
22021	2011	0.107
22023	2011	0.056
22025	2011	0.103
22027	2011	0.103
22029	2011	0.113
22031	2011	0.09
22033	2011	0.068
22035	2011	0.142
22037	2011	0.08
22039	2011	0.086
22041	2011	0.113
22043	2011	0.082
22045	2011	0.076
22047	2011	0.104
22049	2011	0.078
22051	2011	0.065
22053	2011	0.064
22055	2011	0.059
22057	2011	0.049
22059	2011	0.073
22061	2011	0.078
22063	2011	0.07
22065	2011	0.093
22067	2011	0.151
22069	2011	0.084
22071	2011	0.107
22073	2011	0.076
22075	2011	0.062
22077	2011	0.079
22079	2011	0.069
22081	2011	0.096
22083	2011	0.107
22085	2011	0.081
22087	2011	0.105
22089	2011	0.065
22091	2011	0.118
22093	2011	0.1
22095	2011	0.084
22097	2011	0.083
22099	2011	0.075
22101	2011	0.086
22103	2011	0.052
22105	2011	0.081
22107	2011	0.135
22109	2011	0.052
22111	2011	0.122
22113	2011	0.072
22115	2011	0.067
22117	2011	0.096
22119	2011	0.091
22121	2011	0.074
22123	2011	0.17
22125	2011	0.082
22127	2011	0.091
23001	2011	0.084
23003	2011	0.093
23005	2011	0.065
23007	2011	0.112
23009	2011	0.068
23011	2011	0.073
23013	2011	0.07
23015	2011	0.063
23017	2011	0.109
23019	2011	0.08
23021	2011	0.116
23023	2011	0.067
23025	2011	0.107
23027	2011	0.078
23029	2011	0.104
23031	2011	0.074
24001	2011	0.075
24003	2011	0.065
24005	2011	0.077
24009	2011	0.059
24011	2011	0.088
24013	2011	0.06
24015	2011	0.086
24017	2011	0.059
24019	2011	0.109
24021	2011	0.059
24023	2011	0.069
24025	2011	0.071
24027	2011	0.054
24029	2011	0.071
24031	2011	0.053
24033	2011	0.073
24035	2011	0.066
24037	2011	0.056
24039	2011	0.095
24041	2011	0.068
24043	2011	0.094
24045	2011	0.077
24047	2011	0.075
24510	2011	0.106
25001	2011	0.08
25003	2011	0.084
25005	2011	0.118
25007	2011	0.05
25009	2011	0.101
25011	2011	0.087
25013	2011	0.105
25015	2011	0.073
25017	2011	0.081
25019	2011	0.05
25021	2011	0.085
25023	2011	0.097
25025	2011	0.093
25027	2011	0.101
26001	2011	0.167
26003	2011	0.12
26005	2011	0.132
26007	2011	0.139
26009	2011	0.147
26011	2011	0.158
26013	2011	0.243
26015	2011	0.105
26017	2011	0.123
26019	2011	0.12
26021	2011	0.135
26023	2011	0.14
26025	2011	0.124
26027	2011	0.114
26029	2011	0.139
26031	2011	0.086
26033	2011	0.116
26035	2011	0.168
26037	2011	0.094
26039	2011	0.137
26041	2011	0.115
26043	2011	0.12
26045	2011	0.103
26047	2011	0.122
26049	2011	0.158
26051	2011	0.165
26053	2011	0.133
26055	2011	0.12
26057	2011	0.137
26059	2011	0.172
26061	2011	0.102
26063	2011	0.148
26065	2011	0.116
26067	2011	0.134
26069	2011	0.164
26071	2011	0.117
26073	2011	0.085
26075	2011	0.149
26077	2011	0.112
26079	2011	0.143
26081	2011	0.117
26083	2011	0.119
26085	2011	0.175
26087	2011	0.181
26089	2011	0.09
26091	2011	0.161
26093	2011	0.136
26095	2011	0.132
26097	2011	0.061
26099	2011	0.181
26101	2011	0.126
26103	2011	0.101
26105	2011	0.129
26107	2011	0.13
26109	2011	0.125
26111	2011	0.102
26113	2011	0.15
26115	2011	0.142
26117	2011	0.176
26119	2011	0.189
26121	2011	0.16
26123	2011	0.138
26125	2011	0.156
26127	2011	0.152
26129	2011	0.127
26131	2011	0.138
26133	2011	0.153
26135	2011	0.191
26137	2011	0.147
26139	2011	0.128
26141	2011	0.16
26143	2011	0.146
26145	2011	0.129
26147	2011	0.19
26149	2011	0.139
26151	2011	0.178
26153	2011	0.127
26155	2011	0.152
26157	2011	0.163
26159	2011	0.132
26161	2011	0.093
26163	2011	0.183
26165	2011	0.183
27001	2011	0.081
27003	2011	0.079
27005	2011	0.064
27007	2011	0.072
27009	2011	0.07
27011	2011	0.045
27013	2011	0.063
27015	2011	0.055
27017	2011	0.073
27019	2011	0.07
27021	2011	0.079
27023	2011	0.061
27025	2011	0.084
27027	2011	0.036
27029	2011	0.091
27031	2011	0.047
27033	2011	0.052
27035	2011	0.074
27037	2011	0.069
27039	2011	0.061
27041	2011	0.056
27043	2011	0.076
27045	2011	0.07
27047	2011	0.076
27049	2011	0.067
27051	2011	0.068
27053	2011	0.073
27055	2011	0.071
27057	2011	0.073
27059	2011	0.083
27061	2011	0.092
27063	2011	0.047
27065	2011	0.103
27067	2011	0.055
27069	2011	0.052
27071	2011	0.073
27073	2011	0.054
27075	2011	0.075
27077	2011	0.069
27079	2011	0.086
27081	2011	0.045
27083	2011	0.049
27085	2011	0.08
27087	2011	0.06
27089	2011	0.062
27091	2011	0.069
27093	2011	0.078
27095	2011	0.105
27097	2011	0.09
27099	2011	0.055
27101	2011	0.039
27103	2011	0.061
27105	2011	0.045
27107	2011	0.051
27109	2011	0.055
27111	2011	0.063
27113	2011	0.056
27115	2011	0.091
27117	2011	0.053
27119	2011	0.044
27121	2011	0.064
27123	2011	0.074
27125	2011	0.067
27127	2011	0.061
27129	2011	0.064
27131	2011	0.075
27133	2011	0.051
27135	2011	0.05
27137	2011	0.082
27139	2011	0.068
27141	2011	0.081
27143	2011	0.065
27145	2011	0.068
27147	2011	0.077
27149	2011	0.043
27151	2011	0.066
27153	2011	0.075
27155	2011	0.062
27157	2011	0.071
27159	2011	0.088
27161	2011	0.07
27163	2011	0.068
27165	2011	0.075
27167	2011	0.047
27169	2011	0.07
27171	2011	0.082
27173	2011	0.051
